EpisodeId,Character,Actor
52,Lily Aldrin,Alyson Hannigan
52,Cathy,Lindsay Price
52,Daughter,Lyndsy Fonseca
52,Son,David Henrie
52,Proctor,Ron Butler
52,Test-Taker,Steve Little
52,Narrator (voice) (uncredited),Bob Saget
53,Ted Mosby,Josh Radnor
53,Marshall Eriksen,Jason Segel
53,Robin Scherbatsky,Cobie Smulders
53,Barney Stinson,Neil Patrick Harris
53,Lily Aldrin,Alyson Hannigan
53,Bob,Orson Bean
53,Younger Bob,Eben Ham
53,Female Robotic Recording (voice),Gita Isak
53,Bar Girl,Tyffanee C. Smith
53,Bar Guy (uncredited),Trey Everett
53,Narrator (voice) (uncredited),Bob Saget
54,Ted Mosby,Josh Radnor
54,Marshall Eriksen,Jason Segel
54,Robin Scherbatsky,Cobie Smulders
54,Barney Stinson,Neil Patrick Harris
54,Lily Aldrin,Alyson Hannigan
54,James Stinson,Wayne Brady
54,Rhonda,Stephanie Faracy
54,Daughter,Lyndsy Fonseca
54,Son,David Henrie
54,Trish (as Meredith Roberts),Meredith Roberts Quill
54,Herself,Heidi Klum
54,Greg,Mark Derwin
54,Shannon,Katie Walder
54,Herself,Alessandra Ambrosio
54,Herself,Selita Ebanks
54,Herself,Miranda Kerr
54,Herself,Adriana Lima
54,Herself,Marisa Miller
54,Max (as Mick Harrity),Michael 'Mick' Harrity
54,Becky,Annie Ilonzeh
54,Young Barney,Tanner Maguire
54,Narrator (voice) (uncredited),Bob Saget
55,Ted Mosby,Josh Radnor
55,Marshall Eriksen,Jason Segel
55,Robin Scherbatsky,Cobie Smulders
55,Barney Stinson,Neil Patrick Harris
55,Lily Aldrin,Alyson Hannigan
55,Curt 'Ironman' Irons,Hayes MacArthur
55,Wendy,Charlene Amoia
55,Laura Girard,Kristen Schaal
55,Michael Girard,John Sloan
55,Tattooed Dermatology Patient (uncredited),Lester G. Reynolds
55,Narrator (voice) (uncredited),Bob Saget
56,Ted Mosby,Josh Radnor
56,Marshall Eriksen,Jason Segel
56,Robin Scherbatsky,Cobie Smulders
56,Barney Stinson,Neil Patrick Harris
56,Lily Aldrin,Alyson Hannigan
56,Ashlee (as Vanessa Minnillo),Vanessa Lachey
56,Daughter,Lyndsy Fonseca
56,Son,David Henrie
56,Angry Guy,Brian Letscher
56,Mary,Arielle Vandenberg
56,Stephanie,Mieko Hillman
56,Bartender #1,Ryan Burnham
56,Bartender #2,Matthew Hatchette
56,Bouncer,Terrell Lee
56,Woman (as Nicole Muirbrook-Wagner),Nicole Muirbrook
56,Attractive Brunette,Hope Riley
56,Girl at the Bar (uncredited),Nathalie Antonia
56,Answering Machine (voice) (uncredited),Gita Isak
56,Party Girl (uncredited),Debbi Larkins
56,Narrator (voice) (uncredited),Bob Saget
57,Ted Mosby,Josh Radnor
57,Marshall Eriksen,Jason Segel
57,Robin Scherbatsky,Cobie Smulders
57,Barney Stinson,Neil Patrick Harris
57,Lily Aldrin,Alyson Hannigan
57,Stella Zinman,Sarah Chalke
57,Abby,Britney Spears
57,Wendy,Charlene Amoia
57,Old Guy,Don Creech
57,Kourtney,Christine Joaquin
57,Ranjit,Marshall Manesh
57,Gloria,Ria Pavia
57,Brenda,Caroline Whitney Smith
57,Bachelor (uncredited),Matthew Corbett Davis
57,Narrator (voice) (uncredited),Bob Saget
58,Ted Mosby,Josh Radnor
58,Marshall Eriksen,Jason Segel
58,Robin Scherbatsky,Cobie Smulders
58,Barney Stinson,Neil Patrick Harris
58,Lily Aldrin,Alyson Hannigan
58,Meg,April Bowlby
58,Anna,Dawn Olivieri
58,Holly,Maite Schwartz
58,Mark,Chris Tallman
58,Colton Dunn,Ken Barnett
58,Janitor,Brendan Patrick Connor
58,Charna (as Yvonne de la Rosa),Yvonne Delarosa
58,Kate,Hallie Lambert
58,Mysterious Woman (as Tess Alexandra Parker),Tess Parker
58,Karen,Katie Savoy
58,Julia,Kathy Uyen
58,Maggie,Jennipher Foster
58,Ex-Girlfriend (uncredited),Marcienne Dwyer
58,Art Gallery Bystander (uncredited),Bruce Holman
58,Himself (uncredited),Alex Parlar
58,Narrator (voice) (uncredited),Bob Saget
59,Ted Mosby,Josh Radnor
59,Marshall Eriksen,Jason Segel
59,Robin Scherbatsky,Cobie Smulders
59,Barney Stinson,Neil Patrick Harris
59,Lily Aldrin,Alyson Hannigan
59,Arthur Hobbs,Bob Odenkirk
59,Bilson,Bryan Callen
59,Gary Blauman,Taran Killam
59,Ferguson,Jordan Black
59,Waiter,Avner Garbi
59,Daughter,Lyndsy Fonseca
59,Son,David Henrie
59,Megan,Evelyn Dubuc
59,Dylan,Charles Poynter
59,Erica,Kira Saks
59,Office Worker (as Kenneth Mark Bhan),Ken Bhan
59,Narrator (voice) (uncredited),Bob Saget
60,Ted Mosby,Josh Radnor
60,Marshall Eriksen,Jason Segel
60,Robin Scherbatsky,Cobie Smulders
60,Barney Stinson,Neil Patrick Harris
60,Lily Aldrin,Alyson Hannigan
60,Simon,James Van Der Beek
60,Michelle,Ryan Michelle Bathe
60,Mr. Scherbatsky,Alan Thicke
60,Catholic School Girl,Tiffany
60,Punchy,Chris Romano
60,Daughter,Lyndsy Fonseca
60,Son,David Henrie
60,Catholic School Girl,Veronica Estrada
60,Catholic School Girl,Cara-Lee Knodel
60,Narrator (voice) (uncredited),Bob Saget
61,Ted Mosby,Josh Radnor
61,Marshall Eriksen,Jason Segel
61,Robin Scherbatsky,Cobie Smulders
61,Barney Stinson,Neil Patrick Harris
61,Lily Aldrin,Alyson Hannigan
61,Ben Franklin,Ian Abercrombie
61,George Washington,Jeff Austin
61,Daughter,Lyndsy Fonseca
61,Son,David Henrie
61,Farmer Frank,Alan Fudge
61,Carol,Alexis Krause
61,Ranjit,Marshall Manesh
61,Cindy,Megan McNulty
61,Little Girl,Destiny Whitlock
61,Narrator (voice) (uncredited),Bob Saget
62,Ted Mosby,Josh Radnor
62,Marshall Eriksen,Jason Segel
62,Robin Scherbatsky,Cobie Smulders
62,Barney Stinson,Neil Patrick Harris
62,Lily Aldrin,Alyson Hannigan
62,Stella Zinman,Sarah Chalke
62,Randy,Will Forte
62,Daughter,Lyndsy Fonseca
62,Son,David Henrie
62,Lucy Zinman,Darcy Rose Byrnes
62,Pete,Blair Hickey
62,Haley,Floriana Lima
62,Crazy Willie,Bill Parks
62,Sadie,Sonia Rockwell
62,Kate,Rome Shadanloo
62,Stapleton (as Dean West),Dean J. West
62,Girl #3 (uncredited),Adalia Braydon
62,Doug Stein (uncredited),Aiden Ivy
62,Narrator (voice) (uncredited),Bob Saget
63,Ted Mosby,Josh Radnor
63,Marshall Eriksen,Jason Segel
63,Robin Scherbatsky,Cobie Smulders
63,Barney Stinson,Neil Patrick Harris
63,Lily Aldrin,Alyson Hannigan
63,Abby,Britney Spears
63,Dr. Greer,Larry Wilmore
63,Lawrence,Todd Sherry
63,Vendor,Matt Besser
63,Cool Black Guy,Justin Alston
63,Female Gallery Patron,Petrea Burchard
63,Walter,Steve Hasley
63,Kate,Hallie Lambert
63,Woman,Jennifer Lothrop
63,Cafe Guy,Johnny Palermo
63,Karen,Katie Savoy
63,Julia,Kathy Uyen
63,Narrator (voice) (uncredited),Bob Saget
64,Ted Mosby,Josh Radnor
64,Marshall Eriksen,Jason Segel
64,Robin Scherbatsky,Cobie Smulders
64,Barney Stinson,Neil Patrick Harris
64,Lily Aldrin,Alyson Hannigan
64,Stella Zinman,Sarah Chalke
64,Bob Hewitt,John Getz
64,Cool Customs Guy,Doug Benson
64,Lucy Zinman,Darcy Rose Byrnes
64,Korean General,Vincent Fenequito
64,Bill,Jayden Lund
64,Customs Officer,Anthony Palermo
64,Nurse,Taira Soo
64,Robin - Age 6,Shelby Zemanek
64,Narrator (voice) (uncredited),Bob Saget
64,Girl Fighting For Cab (uncredited),Christian Sinclair
65,Ted Mosby,Josh Radnor
65,Marshall Eriksen,Jason Segel
65,Robin Scherbatsky,Cobie Smulders
65,Barney Stinson,Neil Patrick Harris
65,Lily Aldrin,Alyson Hannigan
65,Stella Zinman,Sarah Chalke
65,Daughter,Lyndsy Fonseca
65,Son,David Henrie
65,Mark Johnson,Kyle Archer
65,April (as Heidi Lynne Herschbach),Heidi Herschbach
65,Bartender,Alonza Maxwell
65,Sexy Blonde,Nicole Taylor
65,Jessica (uncredited),Camila Greenberg
65,Narrator (voice) (uncredited),Bob Saget
66,Ted Mosby,Josh Radnor
66,Marshall Eriksen,Jason Segel
66,Robin Scherbatsky,Cobie Smulders
66,Barney Stinson,Neil Patrick Harris
66,Lily Aldrin,Alyson Hannigan
66,Regis Philbin,Regis Philbin
66,Wendy,Charlene Amoia
66,The Nicest Guy in the World,Jay Lay
66,Waitress,Mandy McMillian
66,Strip Club Guy,Casey Washington
66,Gym Patron (uncredited),Tony Aaron II
66,Veggie Waitress (uncredited),Meggan Anderson
66,Narrator (voice) (uncredited),Bob Saget
67,Ted Mosby,Josh Radnor
67,Marshall Eriksen,Jason Segel
67,Robin Scherbatsky,Cobie Smulders
67,Barney Stinson,Neil Patrick Harris
67,Lily Aldrin,Alyson Hannigan
67,Stella Zinman,Sarah Chalke
67,Joel Adams,Michael Kagan
67,Lucy Zinman,Darcy Rose Byrnes
67,Matisse,Shammy Dee
67,Girl From Couple,Elaine Kao
67,Brian,Edward Kiniry-Ostro
67,Guy From Couple,John Pollono
67,Lewis (voice),Paul McKinney
67,Narrator (voice) (uncredited),Bob Saget
68,Ted Mosby,Josh Radnor
68,Marshall Eriksen,Jason Segel
68,Robin Scherbatsky,Cobie Smulders
68,Barney Stinson,Neil Patrick Harris
68,Lily Aldrin,Alyson Hannigan
68,Stuart,Matt Boren
68,Claudia,Virginia Williams
68,Wendy,Charlene Amoia
68,Claudette (as Emily Foxler),Emily Baldoni
68,Intervention Leader,Michael Christian Alexander
68,Gilbert Abergast,Declan Beaty
68,Mrs. Abergast,Michelle Gunn
68,Amber,Alex Lombard
68,Cindy,Shaila Vaidya
68,Bar Girl (uncredited),Mélanie Mozzet
68,Narrator (voice) (uncredited),Bob Saget
69,Ted Mosby,Josh Radnor
69,Marshall Eriksen,Jason Segel
69,Robin Scherbatsky,Cobie Smulders
69,Barney Stinson,Neil Patrick Harris
69,Lily Aldrin,Alyson Hannigan
69,Stella Zinman,Sarah Chalke
69,Tony Grafanello,Jason Jones
69,Nora Zinman (as Danneel Harris),Danneel Ackles
69,Daughter,Lyndsy Fonseca
69,Son,David Henrie
69,Desk Clerk,Annie Abrams
69,Lucy Zinman,Darcy Rose Byrnes
69,Juice Bar Guy,Aaron Hendry
69,Host,Derek Shizuto
69,Waiter (uncredited),Mike Kochansky
69,14 Year Old Kid (uncredited),Alex Pulido
69,Narrator (voice) (uncredited),Bob Saget
70,Ted Mosby,Josh Radnor
70,Marshall Eriksen,Jason Segel
70,Robin Scherbatsky,Cobie Smulders
70,Barney Stinson,Neil Patrick Harris
70,Lily Aldrin,Alyson Hannigan
70,Stella Zinman,Sarah Chalke
70,Tony Grafanello,Jason Jones
70,"Robin Scherbatsky, Sr.",Eric Braeden
70,Lucy Zinman,Darcy Rose Byrnes
70,Michael Sasser,Max Prado
70,Eight Year Old Robin,Shelby Zemanek
70,Kyle,Michael Bolten
70,Waiter,Chris Dotson
70,Becca DiLucci,Meegan Godfrey
70,Waiter #2,Andre Navarro
70,Narrator (voice) (uncredited),Bob Saget
71,Ted Mosby,Josh Radnor
71,Marshall Eriksen,Jason Segel
71,Robin Scherbatsky,Cobie Smulders
71,Barney Stinson,Neil Patrick Harris
71,Lily Aldrin,Alyson Hannigan
71,Nolan,Dan Lauria
71,Charlotte,Lindsey Stoddart
71,Recruit,Michael Antosy
71,Mr. Li,Michael Hagiwara
71,Cabbie,Michael McCafferty
71,Ted's Cousin,Elena K. Smith
71,Lori (as Daniele Watts),Danièle Watts
71,Narrator (voice) (uncredited),Bob Saget
72,Ted Mosby,Josh Radnor
72,Marshall Eriksen,Jason Segel
72,Robin Scherbatsky,Cobie Smulders
72,Barney Stinson,Neil Patrick Harris
72,Lily Aldrin,Alyson Hannigan
72,Jillian,Jamie-Lynn Sigler
72,Bilson,Bryan Callen
72,Sven #1,Kevin Christy
72,Misty,Krista Kalmus
72,Stacey,Erika Medina
72,Crystal (as Jae Suh),Jae W. Suh
72,Sven #3,Ted Cannon
72,Sven #2,Sam Littlefield
72,Mechanical Bull Operator,Matthew Stephen Young
72,Country Bar Attendee (uncredited),Christopher Reddick-Johnson
72,Narrator (voice) (uncredited),Bob Saget
73,Ted Mosby,Josh Radnor
73,Marshall Eriksen,Jason Segel
73,Robin Scherbatsky,Cobie Smulders
73,Barney Stinson,Neil Patrick Harris
73,Lily Aldrin,Alyson Hannigan
73,Mitch,Adam Paul
73,Vicky,Courtney Ford
73,Daughter,Lyndsy Fonseca
73,Son,David Henrie
73,Cristina,Candace Moon
73,Busboy,David Tran
73,Burglar #1,Kevin Michael Walsh
73,Burglar #2,Jim Woods
73,Woman (voice) (uncredited),Gita Isak
73,Narrator (voice) (uncredited),Bob Saget
73,Restaurant Patron (uncredited),Michael A. Templeton
74,Ted Mosby,Josh Radnor
74,Marshall Eriksen,Jason Segel
74,Robin Scherbatsky,Cobie Smulders
74,Barney Stinson,Neil Patrick Harris
74,Lily Aldrin,Alyson Hannigan
74,Doug Martin,Will Sasso
74,Wendy,Charlene Amoia
74,Andy,Davis Cleveland
74,Ben,Ethan Dizon
74,Marcus Eriksen,Ned Rolsma
74,Marvin Eriksen Jr.,Robert Michael Ryan
74,Esmerelda (as Sarah Michelle Campbell),Sarah Campbell
74,Guy #1 (as Courtney Geigle),Courtney Ray Geigle
74,Guy #2,Andy Hoff
74,Amanda (as Katie Morris),Kate Mansi
74,Guy #2 in Booth,Ryan Freeman
74,Kid,Alec Gray
74,Guy #3 in Booth,Khary Payton
74,Guy #1 in Booth,Jess Rowland
74,Kindergartener (uncredited),Ama'ri
74,Narrator (voice) (uncredited),Bob Saget
75,Ted Mosby,Josh Radnor
75,Marshall Eriksen,Jason Segel
75,Robin Scherbatsky,Cobie Smulders
75,Barney Stinson,Neil Patrick Harris
75,Lily Aldrin,Alyson Hannigan
75,Heather Mosby,Erin Cahill
75,George,Eric Bruskotter
75,Bud,Tug Coker
75,Herm,Jon Paul Burkhart
75,Wayne (as Sean Graham),Sean C. Graham
75,Glen,Scott Michael Morgan
75,Kindergartener (uncredited),Ama'ri
75,Bar Patron (uncredited),Mark Casimir Dyniewicz
75,Canadian Bar Guy (uncredited),Brice Harris
75,Hurley's Waiter (uncredited),Alan Mueting
75,Narrator (voice) (uncredited),Bob Saget
76,Ted Mosby,Josh Radnor
76,Marshall Eriksen,Jason Segel
76,Robin Scherbatsky,Cobie Smulders
76,Barney Stinson,Neil Patrick Harris
76,Lily Aldrin,Alyson Hannigan
76,Herself,Heidi Montag
76,Himself,Spencer Pratt
76,Herself (as Kim Kardashian),Kim Kardashian West
76,Herself,Kendra Wilkinson
76,Bilson,Bryan Callen
76,Donald,Kevin Kirkpatrick
76,Jill,Ambrit Millhouse
76,Clerk,Jason Rogel
76,Craig Gerard,Jack J. Bennett
76,Matt Zinman,Greg Collins
76,Ben,Ethan Dizon
76,Kindergartener (uncredited),Ama'ri
76,Narrator (voice) (uncredited),Bob Saget
77,Ted Mosby,Josh Radnor
77,Marshall Eriksen,Jason Segel
77,Robin Scherbatsky,Cobie Smulders
77,Barney Stinson,Neil Patrick Harris
77,Lily Aldrin,Alyson Hannigan
77,Carl,Joe Nieves
77,Melissa (as Eileen Boylan),Eileen April Boylan
77,Amanda,Amy Gumenick
77,Colin,Jordan Masterson
77,Ryan,Cal Gibson
77,Ranjit,Marshall Manesh
77,Patrice,Yves Bright
77,Thelma,Pat Crawford Brown
77,Rachel Sondheimer,Gita Isak
77,Viveka,Ute Werner
77,Narrator (voice) (uncredited),Bob Saget
78,Ted Mosby,Josh Radnor
78,Marshall Eriksen,Jason Segel
78,Robin Scherbatsky,Cobie Smulders
78,Barney Stinson,Neil Patrick Harris
78,Lily Aldrin,Alyson Hannigan
78,Producer,Regan Burns
78,Director,Seth Morris
78,Marisela Diaz,Tina Casciani
78,Rochelle Harper,Angela Martinez
78,Lottery Girl,Colleen Shannon
78,Herm,Ara Anton
78,Referee,Wayne Lopez
78,Dr. Goodman,Mark Tomesek
78,Female Reporter,Patrizia Medrano
78,Camera Operator (uncredited),Mohammad Kavianpour
78,Narrator (voice) (uncredited),Bob Saget
79,Ted Mosby,Josh Radnor
79,Marshall Eriksen,Jason Segel
79,Robin Scherbatsky,Cobie Smulders
79,Barney Stinson,Neil Patrick Harris
79,Lily Aldrin,Alyson Hannigan
79,Loretta Stinson,Frances Conroy
79,Margaret,Brooke D'Orsay
79,Grant,Zachary Gordon
79,Ricky,Angelo Diona
79,Stage Mom,Kimberly Pfeffer
79,Younger Son / Son (uncredited),Shane Giedraitis
79,Narrator (voice) (uncredited),Bob Saget
80,Ted Mosby,Josh Radnor
80,Marshall Eriksen,Jason Segel
80,Robin Scherbatsky,Cobie Smulders
80,Barney Stinson,Neil Patrick Harris
80,Lily Aldrin,Alyson Hannigan
80,Karen,Laura Prepon
80,Bilson,Bryan Callen
80,Wendy,Charlene Amoia
80,Scooter,David Burtka
80,Gary Blauman,Taran Killam
80,Curt 'Ironman' Irons,Hayes MacArthur
80,Trevor,Rowly Dennis
80,Darren,Patrick Moote
80,Jerry,Houston Rhines
80,8-Year Old Nicole,Laura Ann Kesling
80,8-Year Old Marshall,Koby Rouviere
80,Narrator (voice) (uncredited),Bob Saget
81,Ted Mosby,Josh Radnor
81,Marshall Eriksen,Jason Segel
81,Robin Scherbatsky,Cobie Smulders
81,Barney Stinson,Neil Patrick Harris
81,Lily Aldrin,Alyson Hannigan
81,Karen,Laura Prepon
81,Hot Woman #3,Jessica Anderson
81,Hot Woman #1,Italia Ricci
81,Hot Woman #2 (as Nikki Wells),Nikki BreAnne Wells
81,Narrator (voice) (uncredited),Bob Saget
82,Ted Mosby,Josh Radnor
82,Marshall Eriksen,Jason Segel
82,Robin Scherbatsky,Cobie Smulders
82,Barney Stinson,Neil Patrick Harris
82,Lily Aldrin,Alyson Hannigan
82,Bilson,Bryan Callen
82,The Frozen Snowshoe,Aaron Hill
82,Louisa (as Darlena Tejeiro),Darlene Tejeiro
82,Maya,Aynsley Bubbico
82,Arthur,Stephen Kearin
82,Roy,William Walton
82,Narrator (voice) (uncredited),Bob Saget
83,Ted Mosby,Josh Radnor
83,Marshall Eriksen,Jason Segel
83,Robin Scherbatsky,Cobie Smulders
83,Barney Stinson,Neil Patrick Harris
83,Lily Aldrin,Alyson Hannigan
83,McCraken,Robert Wisdom
83,Marvin Eriksen Sr.,Bill Fagerbakke
83,Addison,Andrew Astor
83,Teen Wolf,Brian Patrick Collins
83,Girl,Kaela Elmido
83,Ryan,Justin Lawrence
83,Kenny,Charlie Stewart
83,Rave Girl,Desiree Brajevich
83,Alex (uncredited),Alex Bennett
83,St. Ann's Basketball Player #4 (uncredited),Beau Bowden
83,Basketball Kindergardener (uncredited),Matthew Cuen
83,Roger Murtaugh (archive footage) (uncredited),Danny Glover
83,Narrator (voice) (uncredited),Bob Saget
83,Basketball Player (uncredited),Labrandon Shead
84,Ted Mosby,Josh Radnor
84,Marshall Eriksen,Jason Segel
84,Robin Scherbatsky,Cobie Smulders
84,Barney Stinson,Neil Patrick Harris
84,Lily Aldrin,Alyson Hannigan
84,PJ,Ryan Sypek
84,Guy #2,Bo Barrett
84,Food Guy,Edward Flores
84,Creepy Back Rub Guy,Stephen Holland
84,Guy #1,Darren O'Hare
84,Fantasy Guy,Adrian Rice
84,Toy Guy,Joel Spence
84,Narrator (voice) (uncredited),Bob Saget
85,Ted Mosby,Josh Radnor
85,Marshall Eriksen,Jason Segel
85,Robin Scherbatsky,Cobie Smulders
85,Barney Stinson,Neil Patrick Harris
85,Lily Aldrin (credit only),Alyson Hannigan
85,Holli,Rebecca Budig
85,Stan,Kevin Michael Richardson
85,Narrator (voice) (uncredited),Bob Saget
86,Ted Mosby,Josh Radnor
86,Marshall Eriksen,Jason Segel
86,Robin Scherbatsky,Cobie Smulders
86,Barney Stinson,Neil Patrick Harris
86,Lily Aldrin (credit only),Alyson Hannigan
86,Stella Zinman,Sarah Chalke
86,Milt,Dan Castellaneta
86,Harlen Johnsen,John Duerler
86,Ged Wilkinson,Joel McCrary
86,Daughter,Lyndsy Fonseca
86,Son,David Henrie
86,Jenni,Katie Hein
86,Jenny,Mary Ann Jarou
86,Galoshes the Weather Clown,Kurt Long
86,Gennie,Bianca Lopez
86,12 Year Old Barney,Tanner Maguire
86,12 Year Old Matthew,Austin Majors
86,Matthew Panning,Steven Montfort
86,Fran,Kit Pongetti
86,Student (uncredited),Veronica Parks
86,Narrator (voice) (uncredited),Bob Saget
87,Ted Mosby,Josh Radnor
87,Marshall Eriksen,Jason Segel
87,Robin Scherbatsky,Cobie Smulders
87,Barney Stinson,Neil Patrick Harris
87,Lily Aldrin,Alyson Hannigan
87,Stella Zinman,Sarah Chalke
87,Tony Grafanello,Jason Jones
87,Mrs. Matsen,Renée Taylor
87,Richard Greenleaf,Amir Talai
87,Minnesota State Trooper Jorgensen,Peter Breitmayer
87,Skateboarder,Nicolai Dorian
87,Sexy Female Cop,Azita Ghanizada
87,Highway Cop #1,Ezra Buzzington
87,Highway Cop #2 (as Ron Rogge),Ron Roggé
87,Highway Cop #3,Joe Thornton Jr.
87,Highway Cop #4 (uncredited),Kevin High
87,TV Exec (uncredited),Tom Poole
87,Narrator (voice) (uncredited),Bob Saget
88,Ted Mosby,Josh Radnor
88,Marshall Eriksen,Jason Segel
88,Robin Scherbatsky,Cobie Smulders
88,Barney Stinson,Neil Patrick Harris
88,Lily Aldrin,Alyson Hannigan
88,Harlen Johnsen,John Duerler
88,Ged Wilkinson,Joel McCrary
88,Tracey,Christine Scott Bennett
88,Bill,Jayden Lund
88,Narrator (voice) (uncredited),Bob Saget
89,Ted Mosby,Josh Radnor
89,Marshall Eriksen,Jason Segel
89,Robin Scherbatsky,Cobie Smulders
89,Barney Stinson,Neil Patrick Harris
89,Lily Aldrin,Alyson Hannigan
89,Brad Morris,Joe Manganiello
89,Girl #1,Kim Matula
89,Girl #2,Laura Ornelas
89,Guy #1,Brett Ryback
89,Guy #2,Abhi Sinha
89,Professor Calzonetti,Dale E. Turner
89,Shouting Hockey Fan (uncredited),Mark Casimir Dyniewicz
89,Narrator (voice) (uncredited),Bob Saget
89,Attentive Student (uncredited),Wilson Stiner
90,Ted Mosby,Josh Radnor
90,Marshall Eriksen,Jason Segel
90,Robin Scherbatsky,Cobie Smulders
90,Barney Stinson,Neil Patrick Harris
90,Lily Aldrin / Jasmine,Alyson Hannigan
90,Jen,Lindsay Sloane
90,Dr. Vikash,Rizwan Manji
90,Judy,Molly Prather
90,April,Alyssa Julya Smith
90,Minister Giles,Clyde Tull
90,Bar Patron (uncredited),Marcus Hopkins
90,Narrator (voice) (uncredited),Bob Saget
91,Ted Mosby,Josh Radnor
91,Marshall Eriksen,Jason Segel
91,Robin Scherbatsky,Cobie Smulders
91,Barney Stinson,Neil Patrick Harris
91,Lily Aldrin,Alyson Hannigan
91,Daughter,Lyndsy Fonseca
91,Son,David Henrie
91,Candy,Olga Fonda
91,Shin-ya,Kazu Nagahama
91,Mandy,Heather Nichols
91,College Girl,Sophie Simpson
91,Sandy,Christine Tonnu
91,College Student,Russell Vance Bailey
91,Narrator (voice) (uncredited),Bob Saget
92,Ted Mosby,Josh Radnor
92,Marshall Eriksen,Jason Segel
92,Robin Scherbatsky,Cobie Smulders
92,Barney Stinson,Neil Patrick Harris
92,Lily Aldrin,Alyson Hannigan
92,Ranjit,Marshall Manesh
92,Maiden,Julianna Guill
92,Suzy,Sarah Edwards
92,Paul,Trey Ellett
92,Hostess,Nikea Gamby-Turner
92,Shea,Maura McCarthy
92,Geri (as Kristen Sullivan),Kristen Lapari
92,Py,K.T. Tatara
92,Joe,Phillip Wilburn
92,The Sexless Innkeeper,Derek Easley
92,Chinese Delivery Boy,William Ngo
92,Sex Addict,Paul Vasquez
92,Kate Purdy 2009 (uncredited),Molly McColgan
92,Narrator (voice) (uncredited),Bob Saget
93,Ted Mosby,Josh Radnor
93,Marshall Eriksen,Jason Segel
93,Robin Scherbatsky,Cobie Smulders
93,Barney Stinson,Neil Patrick Harris
93,Lily Aldrin,Alyson Hannigan
93,Kindly Book Narrator (voice),Kenny Rogers
93,Miss Cruickshank,Pamela Dunlap
93,Bruno,Brad Grunberg
93,Bailey,Corinne Dekker
93,Canadian Curling Team Member,Mindy Montavon
93,Narrator (voice) (uncredited),Bob Saget
94,Ted Mosby,Josh Radnor
94,Marshall Eriksen,Jason Segel
94,Robin Scherbatsky,Cobie Smulders
94,Barney Stinson,Neil Patrick Harris
94,Lily Aldrin,Alyson Hannigan
94,Phil,Sam Stefanski
94,Girl at Bar (uncredited),Sandy Masciarelli
94,Narrator (voice) (uncredited),Bob Saget
95,Ted Mosby,Josh Radnor
95,Marshall Eriksen,Jason Segel
95,Robin Scherbatsky,Cobie Smulders
95,Barney Stinson,Neil Patrick Harris
95,Lily Aldrin,Alyson Hannigan
95,Alan Thicke,Alan Thicke
95,Daughter,Lyndsy Fonseca
95,Son,David Henrie
95,Meg,April Bowlby
95,Pizza Guy,Matt Jones
95,Lost in Space Robot,Whit Hertford
95,MaClaren's Pub Patron (uncredited),Vanessa Ross
95,Narrator (voice) (uncredited),Bob Saget
96,Ted Mosby,Josh Radnor
96,Marshall Eriksen,Jason Segel
96,Robin Scherbatsky,Cobie Smulders
96,Barney Stinson,Neil Patrick Harris
96,Lily Aldrin,Alyson Hannigan
96,Don Frank (as Ben Koldyke),Benjamin Koldyke
96,Roberta,Raquel Alessi
96,Shelly (as Eva Amurri),Eva Amurri Martino
96,Claire,Sarah Wright
96,Chris (as Jannel Diaz),Jannel-Marie Diaz
96,Tricia,Kim Knight
96,Christy,Katie Malia
96,Christina,Jaime Taite
96,Girl (as Nicole Foster Tomlinson),Nicole Foster Callahan
96,Ted Mosby Victim (uncredited),Emmie Kivell
96,Narrator (voice) (uncredited),Bob Saget
97,Ted Mosby,Josh Radnor
97,Marshall Eriksen,Jason Segel
97,Robin Scherbatsky,Cobie Smulders
97,Barney Stinson,Neil Patrick Harris
97,Lily Aldrin,Alyson Hannigan
97,Mickey Aldrin,Chris Elliott
97,Rita,Christina Pickles
97,Marvin Eriksen Sr.,Bill Fagerbakke
97,Judy Eriksen,Suzie Plakson
97,Morris,Jack Walsh
97,Mr. Park,Charles Rahi Chun
97,Boy #1,Jonathan Morgan Heit
97,Leopold,Dennis W. Hall
97,Eleven-Year-Old Lily,Piper Mackenzie Harris
97,Whitney (as Marion Ruth Kerr),Marion Kerr
97,Mr. Ossias,Greg Lewis
97,Bridesmaid (as Krystal Marshall),Krys Marshall
97,Marcus Eriksen,Ned Rolsma
97,Marvin Eriksen Jr.,Robert Michael Ryan
97,Korean Woman,Doris Jung Usui
97,Bar Girl,Tyffanee C. Smith
97,Narrator (voice) (uncredited),Bob Saget
97,Slapping Kid (uncredited),Lei'lah Star
97,Slapping Game Kid (uncredited),Zenali Turner
98,Ted Mosby,Josh Radnor
98,Marshall Eriksen,Jason Segel
98,Robin Scherbatsky,Cobie Smulders
98,Barney Stinson,Neil Patrick Harris
98,Lily Aldrin,Alyson Hannigan
98,Maggie Wilks (as Joanna Garcia),JoAnna Garcia Swisher
98,Jim,Jamie Kaler
98,Wendy,Charlene Amoia
98,Jamie Adamic,George Finn
98,Betty,Marieve Herington
98,The Nicest Guy in the World,Jay Lay
98,Waiter,Alec Medlock
98,Louis,Matthew Moy
98,Mrs. Douglas,Barbara Perry
98,Adam,Michael Spellman
98,Herman (chubby boyfriend) (uncredited),Donnie Bonelli
