EpisodeId,Character,Actor
98,Hot Guy #1 (uncredited),Marcus Lindsey
98,Narrator (voice) (uncredited),Bob Saget
98,Himself (uncredited),Mario Tadinac
99,Ted Mosby,Josh Radnor
99,Marshall Eriksen,Jason Segel
99,Robin Scherbatsky,Cobie Smulders
99,Barney Stinson,Neil Patrick Harris
99,Lily Aldrin,Alyson Hannigan
99,Don Frank (as Ben Koldyke),Benjamin Koldyke
99,Arthur Hobbs,Bob Odenkirk
99,Lily's Smoking Voice (voice),Harvey Fierstein
99,Daughter,Lyndsy Fonseca
99,Son,David Henrie
99,Mike,Ron Nicolosi
99,Ricky,Trent Peltz
99,Thirteen Year Old Marshall,Tyler Peterson
99,Narrator (voice) (uncredited),Bob Saget
99,Waiter (uncredited),Josh Abraham Webber
100,Ted Mosby,Josh Radnor
100,Marshall Eriksen,Jason Segel
100,Robin Scherbatsky,Cobie Smulders
100,Barney Stinson,Neil Patrick Harris
100,Lily Aldrin,Alyson Hannigan
100,Cindy,Rachel Bilson
100,Karina,Stacy Keibler
100,Tim Gunn,Tim Gunn
100,Carl,Joe Nieves
100,Daughter,Lyndsy Fonseca
100,Son,David Henrie
100,Herb (as Ryan Kyler Bailey),Ryan Bailey
100,Frat Dude #1,James Pumphrey
100,Dancer,Christopher Scott
100,Dancer (uncredited),Kelly Connolly
100,Dancer (uncredited),Marty Dew
100,Dancer (uncredited),Nick Drago
100,Lady Cop (uncredited),Nadine Ellis
100,Dancer (uncredited),Bunny Gibson
100,Business Man (uncredited),Lonnie Henderson
100,Dancer (uncredited),Scott Hislop
100,Dancer (uncredited),Rachael Markarian
100,Suit Dancer (uncredited),Heather Morris
100,Dancer with dog (uncredited),Randi Pareira
100,Dancer (uncredited),Doug Penikas
100,Narrator (voice) (uncredited),Bob Saget
100,Dancer (uncredited),Nicole Sciacca
100,Dancer (uncredited),Casper Smart
100,Bar Patron (uncredited),Eric Strom
101,Ted Mosby,Josh Radnor
101,Marshall Eriksen,Jason Segel
101,Robin Scherbatsky,Cobie Smulders
101,Barney Stinson,Neil Patrick Harris
101,Lily Aldrin,Alyson Hannigan
101,Jenkins,Amanda Peet
101,Scotty,Andrew Caldwell
101,Gary Blauman,Taran Killam
101,Daughter,Lyndsy Fonseca
101,Son,David Henrie
101,Novelist,Timothy Brennen
101,8 Year Old Kid,Lucky Davis
101,Male Jenkins,Edward Flores
101,Betty,Marieve Herington
101,Narrator (voice) (uncredited),Bob Saget
102,Ted Mosby,Josh Radnor
102,Marshall Eriksen,Jason Segel
102,Robin Scherbatsky,Cobie Smulders
102,Barney Stinson,Neil Patrick Harris
102,Lily Aldrin,Alyson Hannigan
102,Jim Nantz,Jim Nantz
102,Himself,Nick Swisher
102,Joe Donovan,Larry Poindexter
102,Wendy,Charlene Amoia
102,Daughter,Lyndsy Fonseca
102,Son,David Henrie
102,Joanna (as Jessica Faye Borden),Jessica Borden
102,Cook Pu,Hong Chau
102,Danny (as Ryan Dobson),Ryan Daniel Dobson
102,Jamie Adamic,George Finn
102,Assistant,Charlene Lovings
102,Christy,Brooke Newton
102,Narrator (voice) (uncredited),Bob Saget
102,Slapper (uncredited),Deanna Tryon
102,Specialty Girl (uncredited),Danielle Yu
103,Ted Mosby,Josh Radnor
103,Marshall Eriksen,Jason Segel
103,Robin Scherbatsky,Cobie Smulders
103,Barney Stinson,Neil Patrick Harris
103,Lily Aldrin,Alyson Hannigan
103,Don Frank (as Ben Koldyke),Benjamin Koldyke
103,Ranjit,Marshall Manesh
103,Natalia,Bar Paly
103,Jim Nantz (voice),Jim Nantz
103,Himself (voice),Phil Simms
103,Waiter,Arnold Chun
103,Marissa,Lauren Shiohama
103,Pub Patron (uncredited),Breeanna Judy
103,Hot Bullfighter (uncredited),Melissa Rivera
103,Narrator (voice) (uncredited),Bob Saget
104,Ted Mosby,Josh Radnor
104,Marshall Eriksen,Jason Segel
104,Robin Scherbatsky,Cobie Smulders
104,Barney Stinson,Neil Patrick Harris
104,Lily Aldrin,Alyson Hannigan
104,Tiffany,Carrie Underwood
104,Scooter,David Burtka
104,Henrietta,Catherine Reitman
104,Daughter,Lyndsy Fonseca
104,Son,David Henrie
104,Gladys Reynolds,Valorie Hubbard
104,Jack,Jeff Leaf
104,Lisa Walker,Brooke Mackenzie
104,Dad,Garrett Nichols
104,Mike,Ron Nicolosi
104,Diana,Tiara Parker
104,Mom,Roz Witt
104,Trampoline Girl (uncredited),Sara Holden
104,Bar Patron (uncredited),David Pryor
104,Narrator (voice) (uncredited),Bob Saget
105,Ted Mosby,Josh Radnor
105,Marshall Eriksen,Jason Segel
105,Robin Scherbatsky,Cobie Smulders
105,Barney Stinson,Neil Patrick Harris
105,Lily Aldrin,Alyson Hannigan
105,Anita Appleby,Jennifer Lopez
105,Don Frank (as Ben Koldyke),Benjamin Koldyke
105,Officer McKie,Joni Bovill
105,Mike,Ron Nicolosi
105,Carriage Driver (uncredited),Matt Frewer
105,The Girl at the Bar (uncredited),Roni Meron
105,Narrator (voice) (uncredited),Bob Saget
106,Ted Mosby,Josh Radnor
106,Marshall Eriksen,Jason Segel
106,Robin Scherbatsky,Cobie Smulders
106,Barney Stinson,Neil Patrick Harris
106,Lily Aldrin,Alyson Hannigan
106,Karen,Laura Prepon
106,Amanda,Brooke Nevin
106,Natalie,Anne Dudek
106,Strawberry,Gina Comparetto
106,Japanese Wife,Asia De Marcos
106,Neighbor,Blake Hogue
106,Esme,Tanisha Lynn
106,Robin's Date,Gaku Space
106,Rosalie,Jessica Vilchis
106,College Kid 1,Elliott Pruitt
106,Flight Attendant (uncredited),Star Calvet
106,Airline Pilot (uncredited),Mike Hennessey
106,Pub Patron (uncredited),Breeanna Judy
106,Japanese Waitress (uncredited),Angelica Ng
106,Narrator (voice) (uncredited),Bob Saget
107,Ted Mosby,Josh Radnor
107,Marshall Eriksen,Jason Segel
107,Robin Scherbatsky,Cobie Smulders
107,Barney Stinson,Neil Patrick Harris
107,Lily Aldrin,Alyson Hannigan
107,Sarah,Collette Wolfe
107,Walter,E.E. Bell
107,Arthur (as Matt L. Jones),Matt Jones
107,Simon,Collin Christopher
107,Lisa,Celeste Thorson
107,Mike,Ron Nicolosi
107,Mugger / Zoo Keeper,Jon Dore
107,Narrator (voice) (uncredited),Bob Saget
108,Ted Mosby,Josh Radnor
108,Marshall Eriksen,Jason Segel
108,Robin Scherbatsky,Cobie Smulders
108,Barney Stinson,Neil Patrick Harris
108,Lily Aldrin,Alyson Hannigan
108,Virginia Mosby,Cristine Rose
108,Clint,Harry Groener
108,Inspector,Gary Anthony Williams
108,Judy Eriksen,Suzie Plakson
108,Daughter,Lyndsy Fonseca
108,Son,David Henrie
108,Wedding Guest #3,Cinda Adams
108,Wedding Guest #1,Thomas Crawford
108,Wedding Guest #2,Kathleen M. Darcy
108,Uncle Larry,Jim Grollman
108,Meredith,Marianne Muellerleile
108,Muriel,Linda Porter
108,10 Year Old Marshall,Koby Rouviere
108,Billy (uncredited),Jacob Hopkins
108,Narrator (voice) (uncredited),Bob Saget
109,Ted Mosby,Josh Radnor
109,Marshall Eriksen,Jason Segel
109,Robin Scherbatsky,Cobie Smulders
109,Barney Stinson,Neil Patrick Harris
109,Lily Aldrin,Alyson Hannigan
109,Don Frank (as Ben Koldyke),Benjamin Koldyke
109,Carl,Joe Nieves
109,Maid (voice) (uncredited),Gita Isak
109,Narrator (voice) (uncredited),Bob Saget
110,Ted Mosby,Josh Radnor
110,Marshall Eriksen,Jason Segel
110,Robin Scherbatsky,Cobie Smulders
110,Barney Stinson,Neil Patrick Harris
110,Lily Aldrin,Alyson Hannigan
110,Jefferson Van Smoot,Michael York
110,Himself,Peter Bogdanovich
110,Herself,Arianna Huffington
110,Himself,Will Shortz
110,Marissa Heller,Darby Stanchfield
110,Jolene,Michele Boyd
110,Waiter,Ed Brigadier
110,Hannah,Brea Cola
110,Marla,Rebecca Klingler
110,Party Goer (uncredited),Olivia Presley
110,Narrator (voice) (uncredited),Bob Saget
111,Ted Mosby,Josh Radnor
111,Marshall Eriksen,Jason Segel
111,Robin Scherbatsky,Cobie Smulders
111,Barney Stinson,Neil Patrick Harris
111,Lily Aldrin,Alyson Hannigan
111,Movie Stella,Malin Akerman
111,Royce,Judy Greer
111,Jed Moseley,Chris Kattan
111,Movie Tony,Jason Lewis
111,Brian,Arshad Aslam
111,Bruce,Jeremy Glazer
111,Billy,Jacob Hopkins
111,Rachel,Gloria Calderon Kellett
111,Patricia,Miranda Lilley
111,Minister,Tom Virtue
111,Susan,Megan Duffy
111,Jennifer,Shira Scott Astrof
111,Stella Zinman (archive footage) (uncredited),Sarah Chalke
111,Tony Grafanello (archive footage) (uncredited),Jason Jones
111,Narrator (voice) (uncredited),Bob Saget
111,Groomsman (uncredited),Nick Salter
112,Ted Mosby,Josh Radnor
112,Marshall Eriksen,Jason Segel
112,Robin Scherbatsky,Cobie Smulders
112,Barney Stinson,Neil Patrick Harris
112,Lily Aldrin,Alyson Hannigan
112,Don Frank (as Ben Koldyke),Benjamin Koldyke
112,Daughter,Lyndsy Fonseca
112,Son,David Henrie
112,Flo,Bonnie Bailey-Reed
112,Petra,Brianna Belladonna
112,Narrator (voice) (uncredited),Bob Saget
112,Pretzel Customer (uncredited),Kevin Richard Sullivan
113,Ted Mosby,Josh Radnor
113,Marshall Eriksen,Jason Segel
113,Robin Scherbatsky,Cobie Smulders
113,Barney Stinson,Neil Patrick Harris
113,Lily Aldrin,Alyson Hannigan
113,Cindy,Rachel Bilson
113,Marvin Eriksen Sr.,Bill Fagerbakke
113,Casey (as Kaylee Anne Defer),Kaylee DeFer
113,Daughter,Lyndsy Fonseca
113,Son,David Henrie
113,Co-Worker #2 (as Brian Jones),Brian David Jones
113,Guy,Daniel Kash
113,Co-Worker #1,Peter Katona
113,Co-Worker #3,James Ryen
113,Wedding Guest (uncredited),David Banuelos
113,Bob (uncredited),Lou George
113,Narrator (voice) (uncredited),Bob Saget
114,Ted Mosby,Josh Radnor
114,Marshall Eriksen,Jason Segel
114,Robin Scherbatsky,Cobie Smulders
114,Barney Stinson,Neil Patrick Harris
114,Lily Aldrin,Alyson Hannigan
114,Loretta Stinson,Frances Conroy
114,James Stinson,Wayne Brady
114,Sam Gibbs,Ben Vereen
114,Coach,David Haley
114,Post Master General,Michael Earl Reid
114,Young Barney,Riley Thomas Stewart
114,Narrator (voice) (uncredited),Bob Saget
115,Ted Mosby,Josh Radnor
115,Marshall Eriksen,Jason Segel
115,Robin Scherbatsky,Cobie Smulders
115,Barney Stinson,Neil Patrick Harris
115,Lily Aldrin,Alyson Hannigan
115,16 Year Old Karate student,James Lanham
115,Chrissy,Malea Mitchell
115,Rachel,Tara Erica Moore
115,7 Year Old Karate student,Jude Will
115,Blond Girl at the bar (uncredited),Clark Gilmer
115,Newscast Announcer (uncredited),David H. Lawrence XVII
115,Scott Weisman (uncredited),Keith Middlebrook
115,Chrissy's Friend (uncredited),Carolyn Ordoñez
115,Narrator (voice) (uncredited),Bob Saget
116,Ted Mosby,Josh Radnor
116,Marshall Eriksen,Jason Segel
116,Robin Scherbatsky,Cobie Smulders
116,Barney Stinson,Neil Patrick Harris
116,Lily Aldrin,Alyson Hannigan
116,Maury Povich,Maury Povich
116,Max,Geoff Stults
116,Becky,Laura Bell Bundy
116,Ranjit,Marshall Manesh
116,Mildred,Jan Bryant
116,Waiter,Shaughn Buchholz
116,Large Man (as James Price Jr.),James Price
116,Giant Calculator,Steve Rizzo
116,Young Marshall,Koby Rouviere
116,Tourist,Nick Toren
116,Paramedic,Toussaint Waterman
116,Pedestrian Shoppper (uncredited),Jason E. Barnes
116,Christine (uncredited),April Heather
116,Narrator (voice) (uncredited),Bob Saget
117,Ted Mosby,Josh Radnor
117,Marshall Eriksen,Jason Segel
117,Robin Scherbatsky,Cobie Smulders
117,Barney Stinson,Neil Patrick Harris
117,Lily Aldrin,Alyson Hannigan
117,Zoey Pierson,Jennifer Morrison
117,Max,Geoff Stults
117,Wendy,Charlene Amoia
117,Daughter,Lyndsy Fonseca
117,Son,David Henrie
117,Trish,Jessica Blair Herman
117,Drag Queen,Clinton Leupp
117,Stoner Guy,Ian Wolterstorff
117,Protestor (uncredited),Doby Daenger
117,Narrator (voice) (uncredited),Bob Saget
118,Ted Mosby,Josh Radnor
118,Marshall Eriksen,Jason Segel
118,Robin Scherbatsky,Cobie Smulders
118,Barney Stinson,Neil Patrick Harris
118,Lily Aldrin,Alyson Hannigan
118,Becky,Laura Bell Bundy
118,Stuart,Matt Boren
118,Marvin Eriksen Sr.,Bill Fagerbakke
118,Judy Eriksen,Suzie Plakson
118,Claudia,Virginia Williams
118,Johnny,Ashwyn Bagga
118,Stacey,Mikaela Hoover
118,Morris,Payson Lewis
118,Michael,Bruce Merkle
118,Mike,Ron Nicolosi
118,Marc,Ryan Powers
118,Davey (as Joey Russo),Joseph Russo
118,Rob Greenberg,Jadon Sand
118,Tawny Eriksen,Emily Wilson
118,Gerard,Pete Monaco
118,Tara (uncredited),Vanessa V. Johnston
118,Narrator (voice) (uncredited),Bob Saget
119,Ted Mosby,Josh Radnor
119,Marshall Eriksen,Jason Segel
119,Robin Scherbatsky,Cobie Smulders
119,Barney Stinson,Neil Patrick Harris
119,Lily Aldrin,Alyson Hannigan
119,Zoey Pierson,Jennifer Morrison
119,Randy Wharmpess,Will Forte
119,Arthur Hobbs,Bob Odenkirk
119,Becky,Laura Bell Bundy
119,Scotty,Andrew Caldwell
119,Johnny,Ashwyn Bagga
119,Betty,Marieve Herington
119,Mike,Ron Nicolosi
119,Paxton (uncredited),Brady Cook
119,Ted's Student (uncredited),Doug Heiar
119,Narrator (voice) (uncredited),Bob Saget
120,Ted Mosby,Josh Radnor
120,Marshall Eriksen,Jason Segel
120,Robin Scherbatsky,Cobie Smulders
120,Barney Stinson,Neil Patrick Harris
120,Lily Aldrin,Alyson Hannigan
120,The Captain,Kyle MacLachlan
120,Zoey Pierson,Jennifer Morrison
120,Arthur Hobbs,Bob Odenkirk
120,Curtis,Dan Bakkedahl
120,Scooter,David Burtka
120,Russell,Ted Jonas
120,Narrator (voice) (uncredited),Bob Saget
121,Ted Mosby,Josh Radnor
121,Marshall Eriksen,Jason Segel
121,Robin Scherbatsky,Cobie Smulders
121,Barney Stinson,Neil Patrick Harris
121,Lily Aldrin,Alyson Hannigan
121,Jessica Glitter,Nicole Scherzinger
121,Alan Thicke,Alan Thicke
121,Punchy (as Chris Romanski),Chris Romano
121,Daughter,Lyndsy Fonseca
121,Son,David Henrie
121,Kelly,Stefanie Black
121,Narrator (voice) (uncredited),Bob Saget
122,Ted Mosby,Josh Radnor
122,Marshall Eriksen,Jason Segel
122,Robin Scherbatsky,Cobie Smulders
122,Barney Stinson,Neil Patrick Harris
122,Lily Aldrin,Alyson Hannigan
122,Zoey Pierson,Jennifer Morrison
122,Carl,Joe Nieves
122,Daughter,Lyndsy Fonseca
122,Son,David Henrie
122,Steve Henry (The Blitz),Jorge Garcia
122,Cabbie,Craig Cackowski
122,Girl,Audra Griffis
122,Babaka,Roger Narayan
122,Lady in Red,Rachele Brooke Smith
122,Narrator (voice) (uncredited),Bob Saget
123,Ted Mosby,Josh Radnor
123,Marshall Eriksen,Jason Segel
123,Robin Scherbatsky,Cobie Smulders
123,Barney Stinson,Neil Patrick Harris
123,Lily Aldrin,Alyson Hannigan
123,The Captain,Kyle MacLachlan
123,Zoey Pierson,Jennifer Morrison
123,Daughter,Lyndsy Fonseca
123,Son,David Henrie
123,Iris,Tamara Lynn Davis
123,Angus,Angus McClelland
123,Narrator (voice) (uncredited),Bob Saget
124,Ted Mosby,Josh Radnor
124,Marshall Eriksen,Jason Segel
124,Robin Scherbatsky,Cobie Smulders
124,Barney Stinson,Neil Patrick Harris
124,Lily Aldrin,Alyson Hannigan
124,Himself,Alex Trebek
124,Sam Gibbs,Ben Vereen
124,Anna,Artemis Pebdani
124,Punchy (as Chris Romanski),Chris Romano
124,Dr. Mitchell Friedman,Paul Schackman
124,Jordan,Benton Jennings
124,Noelle,Melissa Molinaro
124,Coin Flipper,Romina Laino
124,Narrator (voice) (uncredited),Bob Saget
125,Ted Mosby,Josh Radnor
125,Marshall Eriksen,Jason Segel
125,Robin Scherbatsky,Cobie Smulders
125,Barney Stinson / Dr. John Stangel,Neil Patrick Harris
125,Lily Aldrin,Alyson Hannigan
125,Sandy Rivers,Alexis Denisof
125,Marvin Eriksen Sr.,Bill Fagerbakke
125,Judy Eriksen,Suzie Plakson
125,Anna,Artemis Pebdani
125,Dr. Mitchell Friedman,Paul Schackman
125,Chaz,Americus Abesamis
125,Syd,Matt Dwyer
125,Marty,Bill Suplee
125,Ronald,Jay Brian Winnick
125,Dominatrix (as Elena Melnikova),Elena Levon
125,Narrator (voice) (uncredited),Bob Saget
126,Ted Mosby,Josh Radnor
126,Marshall Eriksen,Jason Segel
126,Robin Scherbatsky,Cobie Smulders
126,Barney Stinson,Neil Patrick Harris
126,Lily Aldrin,Alyson Hannigan
126,Mickey Aldrin (voice),Chris Elliott
126,Trey,Danny Strong
126,Marvin Eriksen Sr.,Bill Fagerbakke
126,Judy Eriksen,Suzie Plakson
126,Alfred Mosby,Michael Gross
126,Robin Scherbatsky Sr.,Ray Wise
126,Reverend Platt,Harry S. Murphy
126,Marvin Eriksen Jr.,Robert Michael Ryan
126,Uncle Pete (as Bobby Ray Shafer),Robert R. Shafer
126,Daughter,Lyndsy Fonseca
126,Son,David Henrie
126,British General,Noah James Butler
126,Marcus Eriksen,Ned Rolsma
126,Daphne,Caitlin Wehrle
126,Narrator (voice) (uncredited),Bob Saget
127,Ted Mosby,Josh Radnor
127,Marshall Eriksen,Jason Segel
127,Robin Scherbatsky,Cobie Smulders
127,Barney Stinson,Neil Patrick Harris
127,Lily Aldrin,Alyson Hannigan
127,Honey,Katy Perry
127,Zoey Pierson,Jennifer Morrison
127,Mrs. Matsen,Renée Taylor
127,Judy Eriksen,Suzie Plakson
127,Marcus Eriksen,Ned Rolsma
127,Protestor (uncredited),Doby Daenger
127,Bar Patron (uncredited),Kristin McCoy
127,Narrator (voice) (uncredited),Bob Saget
128,Ted Mosby,Josh Radnor
128,Marshall Eriksen,Jason Segel
128,Robin Scherbatsky,Cobie Smulders
128,Barney Stinson,Neil Patrick Harris
128,Lily Aldrin,Alyson Hannigan
128,Zoey Pierson,Jennifer Morrison
128,Marvin Eriksen Sr.,Bill Fagerbakke
128,Judy Eriksen,Suzie Plakson
128,Nora,Nazanin Boniadi
128,Bev,Lennon Parham
128,Anna,Artemis Pebdani
128,Tori,Kelsey Crane
128,Hotdog Buying Guy (uncredited),Jesse Heiman
128,Beautiful Woman (uncredited),Brenda Koo
128,Mrs. Berkelheimer (uncredited),Bette Rae
128,Narrator (voice) (uncredited),Bob Saget
129,Ted Mosby,Josh Radnor
129,Marshall Eriksen,Jason Segel
129,Robin Scherbatsky,Cobie Smulders
129,Barney Stinson,Neil Patrick Harris
129,Lily Aldrin,Alyson Hannigan
129,The Captain,Kyle MacLachlan
129,Zoey Pierson,Jennifer Morrison
129,Arthur Hobbs,Bob Odenkirk
129,Wendy,Charlene Amoia
129,Nora,Nazanin Boniadi
129,Meeker (as Daniel G. O'Brien),Dan O'Brien
129,Food Guy,Edward Flores
129,GNB Employee (uncredited),Diana Peña
129,Narrator (voice) (uncredited),Bob Saget
129,Bar Patron (uncredited),Abigail Wright
130,Ted Mosby,Josh Radnor
130,Marshall Eriksen,Jason Segel
130,Robin Scherbatsky,Cobie Smulders
130,Barney Stinson,Neil Patrick Harris
130,Lily Aldrin,Alyson Hannigan
130,Nora,Nazanin Boniadi
130,Dr. Kirby,Suzy Nakamura
130,Scooby,Robbie Amell
130,Daughter,Lyndsy Fonseca
130,Son,David Henrie
130,Architect Student (as Gregory Hillman),G. Lane Hillman
130,Narrator (voice) (uncredited),Bob Saget
131,Ted Mosby,Josh Radnor
131,Marshall Eriksen,Jason Segel
131,Robin Scherbatsky,Cobie Smulders
131,Barney Stinson,Neil Patrick Harris
131,Lily Aldrin,Alyson Hannigan
131,Jerry Whitaker,John Lithgow
131,Cheryl,Nancy Travis
131,JJ Whitaker,Will Shadley
131,Daughter,Lyndsy Fonseca
131,Son,David Henrie
131,Betty,Marieve Herington
131,Scott,Michael Rupnow
131,Narrator (voice) (uncredited),Bob Saget
132,Ted Mosby,Josh Radnor
132,Marshall Eriksen,Jason Segel
132,Robin Scherbatsky,Cobie Smulders
132,Barney Stinson,Neil Patrick Harris
132,Lily Aldrin,Alyson Hannigan
132,Zoey Pierson,Jennifer Morrison
132,Scooby,Robbie Amell
132,Woman (as Tamara Camille),Tamara Fernandez
132,Professor Rodriguez,Daniel Escobar
132,Marc,Edward Flores
132,Yuthers,Bruce Gray
132,Random Girl (as Elizabeth Nicole),Liz Nicole Abrams
132,Narrator (voice) (uncredited),Bob Saget
133,Ted Mosby,Josh Radnor
133,Marshall Eriksen,Jason Segel
133,Robin Scherbatsky,Cobie Smulders
133,Barney Stinson,Neil Patrick Harris
133,Lily Aldrin,Alyson Hannigan
133,Jerry Whitaker,John Lithgow
133,Crush,Michael Trucco
133,Mrs. Perkins,Jill Basey
133,Mindy,Kelly Curran
133,Penny (as Cristina Rosas),Cristina N. Rose
133,JJ Whitaker,Will Shadley
133,Young Barney,Riley Thomas Stewart
133,Hopeless Bar Patron (uncredited),Aphrodite Camello
133,Blond Girl at the bar (uncredited),Clark Gilmer
133,Jersey Shore Bar Patron (uncredited),Jake Levy
133,Narrator (voice) (uncredited),Bob Saget
134,Ted Mosby,Josh Radnor
134,Marshall Eriksen,Jason Segel
134,Robin Scherbatsky,Cobie Smulders
134,Barney Stinson,Neil Patrick Harris
134,Lily Aldrin,Alyson Hannigan
134,Zoey Pierson,Jennifer Morrison
134,Arthur Hobbs,Bob Odenkirk
134,Carl,Joe Nieves
134,Kent,Jeff Braine
134,Beth,Elizabeth J. Carlisle
134,Kristen,Katierose Donohue
134,Ben,Thomas Fowler
134,Kristen's Friend,MaShae Alderman
134,Waitress,Ellie Arket
134,Narrator (voice) (uncredited),Bob Saget
135,Ted Mosby,Josh Radnor
135,Marshall Eriksen,Jason Segel
135,Robin Scherbatsky,Cobie Smulders
135,Barney Stinson,Neil Patrick Harris
135,Lily Aldrin,Alyson Hannigan
135,Zoey Pierson,Jennifer Morrison
135,Arthur Hobbs,Bob Odenkirk
135,Virginia Mosby,Cristine Rose
135,Mr. Horvath,Peter Mackenzie
135,Jane,Julie Meyer
135,Ninja,Eijiro Ozaki
135,MacLaren's Patron,Mark Roman
135,Narrator (voice) (uncredited),Bob Saget
136,Ted Mosby,Josh Radnor
136,Marshall Eriksen,Jason Segel
136,Robin Scherbatsky,Cobie Smulders
136,Barney Stinson,Neil Patrick Harris
136,Lily Aldrin,Alyson Hannigan
136,Rod,Chi McBride
136,Zoey Pierson,Jennifer Morrison
136,Mr. Bloom,Dave Foley
136,Ranjit,Marshall Manesh
136,Nora,Nazanin Boniadi
136,Hipster Dude,Kyle S. More
136,Mrs. Berkelheimer,Bette Rae
136,Little Girl,Breanna Yde
136,Blonde Girl,Chris M. Kelly
136,Comedian,Morgane Slemp
136,Waitress,Daphnique Springs
136,Blue Plate Cook (uncredited),Ryan Bruce
136,Narrator (voice) (uncredited),Bob Saget
136,Flower vendor (uncredited),Patrick Weil
137,Ted Mosby,Josh Radnor
137,Marshall Eriksen,Jason Segel
137,Robin Scherbatsky,Cobie Smulders
137,Barney Stinson,Neil Patrick Harris
137,Lily Aldrin,Alyson Hannigan
137,Punchy (as Chris Romanski),Chris Romano
137,Carl,Joe Nieves
137,Daughter,Lyndsy Fonseca
137,Son,David Henrie
137,Kelly,Stefanie Black
137,Bridesmaid,Shelli Boone
137,Punchy's Dad,Vince Cefalu
137,Finnish Guy,Gerrit Goossen
137,Parent #2,Lauren Halperin
137,Nick,Luka Jones
137,Clay,Anthony Wayne Skeen
137,Kelly's Father,Steve Tom
137,Parent #1,Adam Tsekhman
137,Wedding Bartender,Cassity Atkins
137,Scandinavian Woman (uncredited),Xan Rogers
137,Narrator (voice) (uncredited),Bob Saget
137,Scandinavian Woman (uncredited),Anne B. Scott
137,Victoria (uncredited),Ashley Williams
138,Ted Mosby,Josh Radnor
138,Marshall Eriksen,Jason Segel
138,Robin Scherbatsky,Cobie Smulders
138,Barney Stinson,Neil Patrick Harris
138,Lily Aldrin,Alyson Hannigan
138,Garrison Cootes,Martin Short
138,Pete Durkenson,Jimmi Simpson
138,Nora,Nazanin Boniadi
138,Victoria,Ashley Williams
138,Daughter,Lyndsy Fonseca
138,Son,David Henrie
138,Sara,Kallee Brookes
138,Jessica,Nicole Hayden
138,Carol (as Kristen Celeste),Kristen Henry King
138,The Hat Salesman (uncredited),Joshua Lassman
138,Diner Waitress (uncredited),Kathleen Leary
138,Claire (uncredited),Runa Lucienne
138,Narrator (voice) (uncredited),Bob Saget
139,Ted Mosby,Josh Radnor
139,Marshall Eriksen,Jason Segel
139,Robin Scherbatsky,Cobie Smulders
139,Barney Stinson,Neil Patrick Harris
139,Lily Aldrin,Alyson Hannigan
139,Victoria,Ashley Williams
139,Architect's Ball Guest,Lynne Alana Delaney
139,Architect's Ball Guest,Ruben Roberto Gomez
139,Narrator (voice) (uncredited),Bob Saget
140,Ted Mosby,Josh Radnor
140,Marshall Eriksen,Jason Segel
140,Robin Scherbatsky,Cobie Smulders
140,Barney Stinson,Neil Patrick Harris
140,Lily Aldrin,Alyson Hannigan
140,Kevin,Kal Penn
140,Nora,Nazanin Boniadi
140,Sandy Rivers,Alexis Denisof
140,Jeff Probst,Jeff Probst
140,Dr. Sonya,Vicki Lewis
140,Haley,Michelle Diaz
140,Plastic Surgery Woman,Tenille Houston
140,Kersten,Tarah Paige
140,Paula,Tami Sagher
140,Darcy,Katherine Von Till
140,Patrice,Ellen D. Williams
140,Infomercial Actress,Hollie Winnard
140,Waitress (uncredited),Erica Hanrahan-Ball
140,Narrator (voice) (uncredited),Bob Saget
141,Ted Mosby,Josh Radnor
141,Marshall Eriksen,Jason Segel
141,Robin Scherbatsky,Cobie Smulders
141,Barney Stinson,Neil Patrick Harris
141,Lily Aldrin,Alyson Hannigan
141,Garrison Cootes,Martin Short
141,Kevin,Kal Penn
141,Nora,Nazanin Boniadi
141,Sheila,Jamie Denbo
141,Vance,Jay Acovone
141,Waitress,Elaine Bartolone
141,Will,Nick Pasqual
141,Gina,Jamie Lea Willett
141,Green Office Worker (uncredited),Leah Coonce
141,Green Office Worker (uncredited),Waymond Lee
141,Narrator (voice) (uncredited),Bob Saget
142,Ted Mosby,Josh Radnor
142,Marshall Eriksen,Jason Segel
142,Robin Scherbatsky,Cobie Smulders
142,Barney Stinson,Neil Patrick Harris
142,Lily Aldrin,Alyson Hannigan
142,Kevin,Kal Penn
142,Janet McIntyre,Amber Stevens
142,Robin Scherbatsky Sr.,Ray Wise
142,Waiter,Drew Droege
142,Mia,Eleanor Seigler
142,Paula,Rachel Sterling
142,Martini Bar Patron (uncredited),Philippe Badreau
142,Narrator (voice) (uncredited),Bob Saget
143,Ted Mosby,Josh Radnor
143,Marshall Eriksen,Jason Segel
143,Robin Scherbatsky,Cobie Smulders
143,Barney Stinson,Neil Patrick Harris
143,Lily Aldrin,Alyson Hannigan
143,Kevin,Kal Penn
143,Mickey Aldrin,Chris Elliott
143,Himself,'Weird Al' Yankovic
143,Nora,Nazanin Boniadi
143,Loretta Stinson,Frances Conroy
143,Marvin Eriksen Sr.,Bill Fagerbakke
143,James Stinson,Wayne Brady
143,Virginia Mosby,Cristine Rose
143,Mrs. Venkataraghavan,Sathya Jesudasson
143,Leigh,Christiann Castellanos
143,Young Barney,Riley Thomas Stewart
143,Narrator (voice) (uncredited),Bob Saget
144,Ted Mosby,Josh Radnor
